// ItemIndex	Sub Index	Sub Group	Group	Index	Model Path	Model File	Name	Rank	Kind A	Kind B	Type	Two Hands	Drop Level	Slot	Skill Index	Width	Height	Damage Min	Damage Max	Successful Blocking	Defense	Attack Speed	Walk Speed	Durability	Magic Durability	Magic Power	Combat Power	Attack Success Rate	Req Strength	Req Dexterity	Req Energy	Req Vitality	Req Command	Req Level	Item Value	Money	Set Attribute	Dark Wizard	Dark Knight	Fairy Elf	Magic Gladiator	Dark Lord	Summoner	Rage Fighter	Ice Resistance	Poison Resistance	Lightning Resistance	Fire Resistance	Earth Resistance	Wind Resistance	Water Resistance	Dump (Ném được ra ngoài)	Use (S�? dụng)	Transaction	Personal Store	Store Warehouse	Sell to NPC	Expensive Item	Repair	Overlap
3590	6	14	7	6	"Data\Item\"	"HelmMale07.bmd"	"Mũ Trâu Xanh"	2	3	16	1	0	26	2	0	2	2	0	0	0	12	0	0	40	0	0	0	0	110	0	0	0	0	0	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3591	7	14	7	7	"Data\Item\"	"HelmMale08.bmd"	"Mũ Nhân Sư"	3	3	16	1	0	32	2	0	2	2	0	0	0	13	0	0	36	0	0	0	0	30	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3592	8	14	7	8	"Data\Item\"	"HelmMale09.bmd"	"Mũ Thiên Kim"	3	3	16	1	0	36	2	0	2	2	0	0	0	17	0	0	44	0	0	0	0	100	30	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3593	9	14	7	9	"Data\Item\"	"HelmMale10.bmd"	"Mũ Thiết Phiến"	4	3	16	1	0	46	2	0	2	2	0	0	0	20	0	0	50	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3594	10	14	7	10	"Data\Item\"	"HelmElf01.bmd"	"Mũ Trinh N�?"	1	3	16	1	0	6	2	0	2	2	0	0	0	4	0	0	22	0	0	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3595	11	14	7	11	"Data\Item\"	"HelmElf02.bmd"	"Mũ Lụa"	1	3	16	1	0	16	2	0	2	2	0	0	0	8	0	0	26	0	0	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3596	12	14	7	12	"Data\Item\"	"HelmElf03.bmd"	"Mũ Thiên Thanh"	2	3	16	1	0	28	2	0	2	2	0	0	0	12	0	0	32	0	0	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3597	13	14	7	13	"Data\Item\"	"HelmElf04.bmd"	"Mũ Ngọc Bích"	3	3	16	1	0	40	2	0	2	2	0	0	0	16	0	0	38	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3598	14	14	7	14	"Data\Item\"	"HelmElf05.bmd"	"Mũ Kim Ngân"	4	3	16	1	0	53	2	0	2	2	0	0	0	23	0	0	45	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3600	16	14	7	16	"Data\Item\"	"HelmMale17.bmd"	"Mũ Hắc Long"	5	3	16	1	0	82	2	0	2	2	0	0	0	30	0	0	74	0	0	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3601	17	14	7	17	"Data\Item\"	"HelmMale18.bmd"	"Mũ Phượng Hoàng"	6	3	16	1	0	92	2	0	2	2	0	0	0	43	0	0	80	0	0	0	0	205	62	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3602	18	14	7	18	"Data\Item\"	"HelmMale19.bmd"	"Mũ Triệu Hồn"	6	3	16	1	0	81	2	0	2	2	0	0	0	27	0	0	67	0	0	0	0	59	20	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3603	19	14	7	19	"Data\Item\"	"HelmMaleTest20.bmd"	"Mũ Giai Nhân"	6	3	16	1	0	85	2	0	2	2	0	0	0	37	0	0	74	0	0	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3605	21	14	7	21	"Data\Item\"	"HelmMale22.bmd"	"Mũ Thần Long"	7	3	16	1	0	104	2	0	2	2	0	0	0	53	0	0	86	0	0	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3606	22	14	7	22	"Data\Item\"	"HelmMale23.bmd"	"Mũ Ma Vương"	7	3	16	1	0	110	2	0	2	2	0	0	0	36	0	0	75	0	0	0	0	55	18	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3608	24	14	7	24	"Data\Item\"	"HelmMale25.bmd"	"Mũ Thánh N�?"	7	3	16	1	0	93	2	0	2	2	0	0	0	46	0	0	80	0	0	0	0	52	115	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3609	25	14	7	25	"Data\Item\"	"HelmMale26.bmd"	"Mũ Thiết Ma"	3	3	16	1	0	46	2	0	2	2	0	0	0	20	0	0	42	0	0	0	0	70	20	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3610	26	14	7	26	"Data\Item\"	"HelmMale27.bmd"	"Mũ Huyền Thiết"	4	3	16	1	0	66	2	0	2	2	0	0	0	24	0	0	56	0	0	0	0	77	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3611	27	14	7	27	"Data\Item\"	"HelmMale28.bmd"	"Mũ Hắc Vương"	5	3	16	1	0	86	2	0	2	2	0	0	0	26	0	0	70	0	0	0	0	84	22	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3612	28	14	7	28	"Data\Item\"	"HelmMale29.bmd"	"Mũ Chí Tôn"	7	3	16	1	0	106	2	0	2	2	0	0	0	34	0	0	78	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3613	29	14	7	29	"Data\Item\"	"HDK_HelmMale01.bmd"	"Mũ Quyền Năng"	8	3	16	3	0	130	2	0	2	2	0	0	0	66	0	0	90	0	0	0	0	170	60	0	0	0	380	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3614	30	14	7	30	"Data\Item\"	"HDK_HelmMale02.bmd"	"Mũ Thần Ma"	8	3	16	3	0	126	2	0	2	2	0	0	0	48	0	0	86	0	0	0	0	44	15	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3615	31	14	7	31	"Data\Item\"	"HDK_HelmMale03.bmd"	"Mũ Thái Bình"	8	3	16	3	0	126	2	0	2	2	0	0	0	57	0	0	86	0	0	0	0	38	80	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3617	33	14	7	33	"Data\Item\"	"HDK_HelmMale05.bmd"	"Mũ Thái Dương"	8	3	16	3	0	130	2	0	2	2	0	0	0	46	0	0	82	0	0	0	0	62	16	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3618	34	14	7	34	"Data\Item\"	"CW_HelmMale01.bmd"	"Mũ Hắc Điểu"	5	3	16	1	0	67	2	0	2	2	0	0	0	27	0	0	72	0	0	0	0	160	50	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3619	35	14	7	35	"Data\Item\"	"CW_HelmMale02.bmd"	"Mũ Ánh Trăng"	5	3	16	1	0	67	2	0	2	2	0	0	0	22	0	0	54	0	0	0	0	53	12	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3620	36	14	7	36	"Data\Item\"	"CW_HelmMale03.bmd"	"Mũ N�? Thần"	5	3	16	1	0	67	2	0	2	2	0	0	0	30	0	0	59	0	0	0	0	50	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3622	38	14	7	38	"Data\Item\"	"CW_HelmMale05.bmd"	"Mũ Hoàng Kim"	6	3	16	1	0	97	2	0	2	2	0	0	0	30	0	0	74	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3623	39	14	7	39	"Data\Item\"	"HelmMale40.bmd"	"Mũ Thuật Sĩ"	4	3	16	1	0	28	2	0	2	2	0	0	0	13	0	0	36	0	0	0	0	31	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3624	40	14	7	40	"Data\Item\"	"HelmMale41.bmd"	"Mũ Hỏa Thiên"	5	3	16	1	0	50	2	0	2	2	0	0	0	18	0	0	42	0	0	0	0	26	4	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3625	41	14	7	41	"Data\Item\"	"HelmMale42.bmd"	"Mũ Ma Pháp"	6	3	16	1	0	68	2	0	2	2	0	0	0	24	0	0	54	0	0	0	0	52	16	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3626	42	14	7	42	"Data\Item\"	"HelmMale43.bmd"	"Mũ Phục Ma"	7	3	16	1	0	81	2	0	2	2	0	0	0	32	0	0	67	0	0	0	0	60	20	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3627	43	14	7	43	"Data\Item\"	"HelmMale44.bmd"	"Mũ Bão Điện"	8	3	16	3	0	110	2	0	2	2	0	0	0	43	0	0	75	0	0	0	0	56	20	0	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3628	44	14	7	44	"Data\Item\"	"HelmMale45.bmd"	"Mũ N�? Vương"	9	3	16	2	0	116	2	0	2	2	0	0	0	35	0	0	86	0	0	0	0	62	20	170	0	0	380	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3629	45	14	7	45	"Data\Item\"	"HelmMale46.bmd"	"Mũ Titan"	9	3	16	2	0	111	2	0	2	2	0	0	0	63	0	0	86	0	0	0	0	222	32	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3630	46	14	7	46	"Data\Item\"	"HelmMale47.bmd"	"Mũ Hoàng Long"	9	3	16	2	0	107	2	0	2	2	0	0	0	51	0	0	86	0	0	0	0	74	162	0	0	0	380	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3633	49	14	7	49	"Data\Item\"	"HelmMale50.bmd"	"Mũ Thiên Vũ"	9	3	16	2	0	111	2	0	2	2	0	0	0	50	0	0	86	0	0	0	0	55	197	0	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3634	50	14	7	50	"Data\Item\"	"HelmMale51.bmd"	"Mũ Anh Vũ"	9	3	16	2	0	104	2	0	2	2	0	0	0	44	0	0	86	0	0	0	0	32	29	138	0	0	380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3635	51	14	7	51	"Data\Item\"	"HelmMale52.bmd"	"Mũ Đ�? Vương"	9	3	16	2	0	111	2	0	2	2	0	0	0	44	0	0	86	0	0	0	0	105	38	0	0	0	380	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3636	52	14	7	52	"Data\Item\"	"HelmMale53.bmd"	"Mũ Qu�? Vương"	9	3	16	2	0	109	2	0	2	2	0	0	0	41	0	0	86	0	0	0	0	60	15	181	0	0	380	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3637	53	14	7	53	"Data\Item\"	"HelmMail_succubus.bmd"	"Mũ Chiêm Tinh"	9	3	16	2	0	143	2	0	2	2	0	0	0	44	0	0	90	0	0	0	0	56	19	157	0	0	400	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0
3643	59	14	7	59	"Data\Item\"	"HelmMale60.bmd"	"Mũ Địa Long"	5	3	16	1	0	54	2	0	2	2	0	0	0	24	0	0	52	0	0	0	0	85	0	0	75	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3644	60	14	7	60	"Data\Item\"	"HelmMale61.bmd"	"Mũ Bạch H�?"	6	3	16	1	0	70	2	0	2	2	0	0	0	32	0	0	68	0	0	0	0	100	0	0	90	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3645	61	14	7	61	"Data\Item\"	"HelmMale62.bmd"	"Mũ Quyền Lực"	7	3	16	1	0	90	2	0	2	2	0	0	0	45	0	0	82	0	0	0	0	115	0	0	100	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3646	62	14	7	62	"Data\Item\"	"new_Helm01.bmd"	"Mũ Trâu Xanh - HK"	0	3	16	4	0	26	2	0	2	2	0	0	0	16	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3647	63	14	7	63	"Data\Item\"	"new_Helm02.bmd"	"Mũ Lụa - HK"	0	3	16	4	0	16	2	0	2	2	0	0	0	11	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3648	64	14	7	64	"Data\Item\"	"new_Helm03.bmd"	"Mũ Nhân Sư - HK"	0	3	16	4	0	32	2	0	2	2	0	0	0	17	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3649	65	14	7	65	"Data\Item\"	"new_Helm04.bmd"	"Mũ Thuật Sĩ - HK"	0	3	16	4	0	28	2	0	2	2	0	0	0	17	0	0	255	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3650	66	14	7	66	"Data\Item\"	"new_Helm05.bmd"	"Mũ Huyền Thuyết - HK"	0	3	16	4	0	66	2	0	2	2	0	0	0	29	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3651	67	14	7	67	"Data\Item\"	"new_Helm06.bmd"	"Mũ Hỏa Long - HK"	0	3	16	4	0	57	2	0	2	2	0	0	0	29	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3652	68	14	7	68	"Data\Item\"	"new_Helm07.bmd"	"Mũ Kim Ngân - HK"	0	3	16	4	0	53	2	0	2	2	0	0	0	28	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3653	69	14	7	69	"Data\Item\"	"new_Helm08.bmd"	"Mũ Ma Thuật - HK"	0	3	16	4	0	50	2	0	2	2	0	0	0	23	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3654	70	14	7	70	"Data\Item\"	"new_Helm09.bmd"	"Mũ Hỏa Thiên - HK"	0	3	16	4	0	50	2	0	2	2	0	0	0	20	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3656	72	14	7	72	"Data\Item\"	"new_Helm11.bmd"	"Mũ Bạch H�? - HK"	0	3	16	4	0	70	2	0	2	2	0	0	0	32	0	0	255	0	0	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3657	73	14	7	73	"Data\Item\"	"HelmMale74.bmd"	"Mũ Bạch Long"	8	3	16	3	0	128	2	0	2	2	0	0	0	60	0	0	88	0	0	0	0	97	0	0	85	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
3661	77	14	7	77	"Data\Item\"	"HelmMale78.bmd"	"Mũ Huyết Long"	9	3	16	3	0	128	2	0	2	2	0	0	0	60	0	0	88	0	0	0	0	97	0	0	85	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4096	0	16	8	0	"Data\Item\"	"ArmorMale01.bmd"	"Áo Đồng"	1	3	17	1	0	18	3	0	2	2	0	0	0	14	0	0	34	0	0	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4097	1	16	8	1	"Data\Item\"	"ArmorMale02.bmd"	"Áo Hỏa Long"	4	3	17	1	0	59	3	0	2	3	0	0	0	37	0	0	68	0	0	0	0	120	30	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4098	2	16	8	2	"Data\Item\"	"ArmorMale03.bmd"	"Áo Vải Thô"	1	3	17	1	0	10	3	0	2	2	0	0	0	7	0	0	28	0	0	0	0	30	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4099	3	16	8	3	"Data\Item\"	"ArmorMale04.bmd"	"Áo Ma Thuật"	4	3	17	1	0	56	3	0	2	2	0	0	0	22	0	0	42	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4100	4	16	8	4	"Data\Item\"	"ArmorMale05.bmd"	"Áo Xương"	2	3	17	1	0	22	3	0	2	2	0	0	0	13	0	0	30	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4101	5	16	8	5	"Data\Item\"	"ArmorMale06.bmd"	"Áo Da"	1	3	17	1	0	10	3	0	2	3	0	0	0	10	0	0	30	0	0	0	0	80	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4102	6	16	8	6	"Data\Item\"	"ArmorMale07.bmd"	"Áo Trâu Xanh"	2	3	17	1	0	28	3	0	2	2	0	0	0	18	0	0	40	0	0	0	0	110	0	0	0	0	0	0	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4103	7	16	8	7	"Data\Item\"	"ArmorMale08.bmd"	"Áo Nhân Sư"	3	3	17	1	0	38	3	0	2	3	0	0	0	17	0	0	36	0	0	0	0	40	0	0	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4104	8	16	8	8	"Data\Item\"	"ArmorMale09.bmd"	"Áo Thiên Kim"	3	3	17	1	0	38	3	0	2	2	0	0	0	22	0	0	44	0	0	0	0	100	30	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4105	9	16	8	9	"Data\Item\"	"ArmorMale10.bmd"	"Áo Thiết Phiến"	4	3	17	1	0	48	3	0	2	2	0	0	0	30	0	0	50	0	0	0	0	130	0	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4106	10	16	8	10	"Data\Item\"	"ArmorElf01.bmd"	"Áo Trinh N�?"	1	3	17	1	0	10	3	0	2	2	0	0	0	8	0	0	22	0	0	0	0	30	60	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4107	11	16	8	11	"Data\Item\"	"ArmorElf02.bmd"	"Áo Lụa"	1	3	17	1	0	20	3	0	2	2	0	0	0	12	0	0	26	0	0	0	0	30	70	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4108	12	16	8	12	"Data\Item\"	"ArmorElf03.bmd"	"Áo Thiên Thanh"	2	3	17	1	0	32	3	0	2	2	0	0	0	16	0	0	32	0	0	0	0	30	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4109	13	16	8	13	"Data\Item\"	"ArmorElf04.bmd"	"Áo Ngọc Bích"	3	3	17	1	0	44	3	0	2	2	0	0	0	21	0	0	38	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4110	14	16	8	14	"Data\Item\"	"ArmorElf05.bmd"	"Áo Kim Ngân"	4	3	17	1	0	57	3	0	2	2	0	0	0	29	0	0	45	0	0	0	0	40	80	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4111	15	16	8	15	"Data\Item\"	"ArmorMale16.bmd"	"Áo Phong Vũ"	4	3	17	1	0	80	3	0	2	3	0	0	0	44	0	0	80	0	0	0	0	150	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4112	16	16	8	16	"Data\Item\"	"ArmorMale17.bmd"	"Áo Hắc Long"	5	3	17	1	0	90	3	0	2	3	0	0	0	48	0	0	74	0	0	0	0	170	60	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4113	17	16	8	17	"Data\Item\"	"ArmorMale18.bmd"	"Áo Phượng Hoàng"	6	3	17	1	0	100	3	0	2	3	0	0	0	63	0	0	80	0	0	0	0	214	65	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4114	18	16	8	18	"Data\Item\"	"ArmorMale19.bmd"	"Áo Triệu Hồn"	6	3	17	1	0	91	3	0	2	3	0	0	0	33	0	0	67	0	0	0	0	59	20	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4115	19	16	8	19	"Data\Item\"	"ArmorMaleTest20.bmd"	"Áo Giai Nhân"	6	3	17	1	0	92	3	0	2	2	0	0	0	44	0	0	74	0	0	0	0	50	110	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4116	20	16	8	20	"Data\Item\"	"ArmorMale21.bmd"	"Áo Lôi Phong"	6	3	17	1	0	107	3	0	2	3	0	0	0	60	0	0	82	0	0	0	0	170	70	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4117	21	16	8	21	"Data\Item\"	"ArmorMale22.bmd"	"Áo Thần Long"	7	3	17	1	0	126	3	0	2	3	0	0	0	75	0	0	86	0	0	0	0	200	58	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4118	22	16	8	22	"Data\Item\"	"ArmorMale23.bmd"	"Áo Ma Vương"	7	3	17	1	0	122	3	0	2	3	0	0	0	43	0	0	75	0	0	0	0	55	18	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4119	23	16	8	23	"Data\Item\"	"ArmorMale24.bmd"	"Áo Cuồng Phong"	7	3	17	1	0	128	3	0	2	3	0	0	0	73	0	0	90	0	0	0	0	162	66	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4120	24	16	8	24	"Data\Item\"	"ArmorMale25.bmd"	"Áo Thánh N�?"	7	3	17	1	0	109	3	0	2	2	0	0	0	55	0	0	80	0	0	0	0	52	115	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4121	25	16	8	25	"Data\Item\"	"ArmorMale26.bmd"	"Áo Thiết Ma"	3	3	17	1	0	62	3	0	2	3	0	0	0	25	0	0	42	0	0	0	0	70	20	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4122	26	16	8	26	"Data\Item\"	"ArmorMale27.bmd"	"Áo Huyền Thiết"	4	3	17	1	0	78	3	0	2	3	0	0	0	36	0	0	56	0	0	0	0	77	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4123	27	16	8	27	"Data\Item\"	"ArmorMale28.bmd"	"Áo Hắc Vương"	5	3	17	1	0	96	3	0	2	3	0	0	0	43	0	0	70	0	0	0	0	84	22	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4124	28	16	8	28	"Data\Item\"	"ArmorMale29.bmd"	"Áo Chí Tôn"	7	3	17	1	0	117	3	0	2	3	0	0	0	51	0	0	78	0	0	0	0	80	21	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4125	29	16	8	29	"Data\Item\"	"HDK_ArmorMale01.bmd"	"Áo Quyền Năng"	8	3	17	3	0	140	3	0	2	3	0	0	0	88	0	0	90	0	0	0	0	170	60	0	0	0	380	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4126	30	16	8	30	"Data\Item\"	"HDK_ArmorMale02.bmd"	"Áo Thần Ma"	8	3	17	3	0	146	3	0	2	3	0	0	0	57	0	0	86	0	0	0	0	44	15	0	0	0	380	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
4127	31	16	8	31	"Data\Item\"	"HDK_ArmorMale03.bmd"	"Áo Thái Bình"	8	3	17	3	0	146	3	0	2	3	0	0	0	68	0	0	86	0	0	0	0	38	80	0	0	0	380	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
